what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui",1323851811667
stopped,bundle,de.loskutov.anyedit.AnyEditTools,2.3.1.201005301956,"de.loskutov.anyedit.AnyEditTools",1323851811667
stopped,bundle,com.python.pydev.codecompletion,2.0.0.2011040403,"com.python.pydev.codecompletion",1323851811668
stopped,bundle,com.python.pydev.refactoring,2.0.0.2011040403,"com.python.pydev.refactoring",1323851811668
stopped,bundle,com.python.pydev.analysis,2.0.0.2011040403,"com.python.pydev.analysis",1323851811668
stopped,bundle,com.python.pydev.debug,2.0.0.2011040403,"com.python.pydev.debug",1323851811668
stopped,bundle,com.python.pydev.fastparser,2.0.0.2011040403,"com.python.pydev.fastparser",1323851811668
stopped,bundle,com.python.pydev,2.0.0.2011040403,"com.python.pydev",1323851811669
stopped,bundle,org.python.pydev.django,2.0.0.2011040403,"org.python.pydev.django",1323851811669
stopped,bundle,org.python.pydev.customizations,2.0.0.2011040403,"org.python.pydev.customizations",1323851811669
stopped,bundle,org.python.pydev.red_core,2.0.0.2011040403,"org.python.pydev.red_core",1323851811672
stopped,bundle,org.python.pydev.debug,2.0.0.2011040403,"org.python.pydev.debug",1323851811672
stopped,bundle,org.python.pydev.refactoring,2.0.0.2011040403,"org.python.pydev.refactoring",1323851811674
stopped,bundle,org.python.pydev,2.0.0.2011040403,"org.python.pydev",1323851811723
stopped,bundle,org.eclipse.wb.swing.FormLayout,0.9.0.r35x201105061217,"org.eclipse.wb.swing.FormLayout",1323851811727
stopped,bundle,org.eclipse.wb.swing.MigLayout,0.9.0.r35x201105061217,"org.eclipse.wb.swing.MigLayout",1323851811728
stopped,bundle,org.eclipse.wb.swing.java6,0.9.0.r35x201105061217,"org.eclipse.wb.swing.java6",1323851811728
stopped,bundle,org.eclipse.wb.swing.jsr296,0.9.0.r35x201105061217,"org.eclipse.wb.swing.jsr296",1323851811728
stopped,bundle,org.eclipse.wb.swing,0.9.0.r35x201105061217,"org.eclipse.wb.swing",1323851811728
stopped,bundle,org.eclipse.wb.core.ui,0.9.0.r35x201105061153,"org.eclipse.wb.core.ui",1323851811728
stopped,bundle,org.eclipse.wb.layout.group,0.9.0.r35x201105061206,"org.eclipse.wb.layout.group",1323851811728
stopped,bundle,org.eclipse.wb.os.linux,0.9.0.r35x201105061148,"org.eclipse.wb.os.linux",1323851811728
stopped,bundle,org.eclipse.wb.core,0.9.0.r35x201105061148,"org.eclipse.wb.core",1323851811728
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1323851811772
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1323851811772
