what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.web.ui",1324023025445
stopped,bundle,org.eclipse.wst.web.ui,1.1.301.v201001252130,"org.eclipse.wst.web.ui",1324023025445
stopped,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1324023025445
stopped,bundle,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.ui",1324023025445
stopped,bundle,org.eclipse.wst.xsl.ui,1.0.100.v200907172129,"org.eclipse.wst.xsl.ui",1324023025445
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.0.0.v200904240436,"org.eclipse.wst.xml.xpath.ui",1324023025445
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1324023025445
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1324023025446
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1324023025446
stopped,bundle,org.emonic.base,0.3.0,"org.emonic.base",1324023025446
stopped,bundle,com.trolltech.qtcppproject,1.5.2,"com.trolltech.qtcppproject",1324023025446
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201002161416,"org.eclipse.cdt.debug.ui.memory.search",1324023025446
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201002161416,"org.eclipse.cdt.debug.ui.memory.traditional",1324023025446
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.201002161416,"org.eclipse.cdt.dsf.gdb.ui",1324023025446
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.201002161416,"org.eclipse.cdt.dsf.ui",1324023025446
stopped,bundle,org.eclipse.cdt.launch,6.0.0.201002161416,"org.eclipse.cdt.launch",1324023025446
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1324023025446
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1324023025447
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.201002161416,"org.eclipse.cdt.managedbuilder.ui",1324023025447
stopped,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1324023025447
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1324023025448
stopped,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1324023025449
stopped,bundle,org.eclipse.dltk.formatter,1.0.1.v20090903-2153,"org.eclipse.dltk.formatter",1324023025449
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.externalchecker",1324023025449
stopped,bundle,org.eclipse.dltk.tcl.tclchecker,1.0.0.v20090610-1638,"org.eclipse.dltk.tcl.tclchecker",1324023025449
