what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1323961953235
stopped,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1323961953235
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1323961953235
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1323961953236
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1323961953236
stopped,bundle,com.atlassian.connector.eclipse.commons.ui,2.2.0.v20100621,"com.atlassian.connector.eclipse.commons.ui",1323961953236
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1323961953236
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1323961953236
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1323961953237
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1323961953237
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1323961953237
stopped,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1323961953238
stopped,bundle,com.something.eclipse.script,1.0.7,"com.something.eclipse.script",1323961953238
stopped,bundle,org.eclipse.dltk.console.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.console.ui",1323961953238
stopped,bundle,org.emonic.debug.ui,0.3.0,"org.emonic.debug.ui",1323961953238
stopped,bundle,net.sourceforge.texlipse,1.4.0,"net.sourceforge.texlipse",1323961953238
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1323961953238
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201002161416,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1323961953239
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,1.2.0.201002161416,"org.eclipse.cdt.debug.ui.memory.transport",1323961953239
stopped,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1323961953242
stopped,bundle,org.eclipse.dltk.tcl.launching,1.0.0.v20090610-1638,"org.eclipse.dltk.tcl.launching",1323961953242
stopped,bundle,org.eclipse.dltk.tcl.debug,1.0.0.v20090610-1638,"org.eclipse.dltk.tcl.debug",1323961953242
stopped,bundle,org.eclipse.jet.ui,1.0.0.v200906120900,"org.eclipse.jet.ui",1323961953242
stopped,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1323961953249
stopped,bundle,org.python.pydev.jython,2.0.0.2011040403,"org.python.pydev.jython",1323961953249
