what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1323958573399
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1323958573399
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.8,"org.tigris.subversion.subclipse.graph",1323958573399
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui",1323958573423
stopped,bundle,de.loskutov.anyedit.AnyEditTools,2.3.1.201005301956,"de.loskutov.anyedit.AnyEditTools",1323958573423
stopped,bundle,com.python.pydev.codecompletion,2.0.0.2011040403,"com.python.pydev.codecompletion",1323958573423
stopped,bundle,com.python.pydev.refactoring,2.0.0.2011040403,"com.python.pydev.refactoring",1323958573423
stopped,bundle,com.python.pydev.analysis,2.0.0.2011040403,"com.python.pydev.analysis",1323958573423
stopped,bundle,com.python.pydev.debug,2.0.0.2011040403,"com.python.pydev.debug",1323958573423
stopped,bundle,com.python.pydev.fastparser,2.0.0.2011040403,"com.python.pydev.fastparser",1323958573424
stopped,bundle,com.python.pydev,2.0.0.2011040403,"com.python.pydev",1323958573424
stopped,bundle,org.python.pydev.django,2.0.0.2011040403,"org.python.pydev.django",1323958573424
stopped,bundle,org.python.pydev.customizations,2.0.0.2011040403,"org.python.pydev.customizations",1323958573424
stopped,bundle,org.python.pydev.red_core,2.0.0.2011040403,"org.python.pydev.red_core",1323958573425
stopped,bundle,org.python.pydev.debug,2.0.0.2011040403,"org.python.pydev.debug",1323958573425
stopped,bundle,org.python.pydev.refactoring,2.0.0.2011040403,"org.python.pydev.refactoring",1323958573425
stopped,bundle,org.python.pydev,2.0.0.2011040403,"org.python.pydev",1323958573516
stopped,bundle,org.eclipse.wb.swing.FormLayout,0.9.0.r35x201105061217,"org.eclipse.wb.swing.FormLayout",1323958573516
stopped,bundle,org.eclipse.wb.swing.MigLayout,0.9.0.r35x201105061217,"org.eclipse.wb.swing.MigLayout",1323958573516
stopped,bundle,org.eclipse.wb.swing.java6,0.9.0.r35x201105061217,"org.eclipse.wb.swing.java6",1323958573516
stopped,bundle,org.eclipse.wb.swing.jsr296,0.9.0.r35x201105061217,"org.eclipse.wb.swing.jsr296",1323958573516
stopped,bundle,org.eclipse.wb.swing,0.9.0.r35x201105061217,"org.eclipse.wb.swing",1323958573517
stopped,bundle,org.eclipse.wb.core.ui,0.9.0.r35x201105061153,"org.eclipse.wb.core.ui",1323958573517
stopped,bundle,org.eclipse.wb.layout.group,0.9.0.r35x201105061206,"org.eclipse.wb.layout.group",1323958573517
stopped,bundle,org.eclipse.wb.os.linux,0.9.0.r35x201105061148,"org.eclipse.wb.os.linux",1323958573517
