what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1323958573809
stopped,bundle,org.python.pydev.jython,2.0.0.2011040403,"org.python.pydev.jython",1323958573809
stopped,bundle,org.python.pydev.parser,2.0.0.2011040403,"org.python.pydev.parser",1323958573810
stopped,bundle,org.python.pydev.core,2.0.0.2011040403,"org.python.pydev.core",1323958573810
stopped,bundle,org.modelica.mdt,0.4.0,"org.modelica.mdt",1323958573810
stopped,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1323958573810
stopped,bundle,com.trolltech.qtcppdesigner,1.5.2,"com.trolltech.qtcppdesigner",1323958573810
stopped,bundle,com.atlassian.connector.eclipse.monitor.usage,2.2.0.v20100621,"com.atlassian.connector.eclipse.monitor.usage",1323958573862
stopped,bundle,com.atlassian.connector.eclipse.branding.ui,2.2.0.v20100621,"com.atlassian.connector.eclipse.branding.ui",1323958573862
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1323958573862
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1323958573862
stopped,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1323958573862
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1323958573862
stopped,bundle,org.eclipse.wst.common.snippets,1.1.301.v201001280015,"org.eclipse.wst.common.snippets",1323958573862
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1323958573862
stopped,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1323958573862
stopped,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1323958573862
stopped,bundle,org.eclipse.ve.cde,1.4.0.v20090826-1446,"org.eclipse.ve.cde",1323958573862
stopped,bundle,org.eclipse.ve.propertysheet,1.4.0.v20090826-1446,"org.eclipse.ve.propertysheet",1323958573862
stopped,bundle,org.eclipse.gef,3.5.1.v20090910-2020,"org.eclipse.gef",1323958573862
stopped,bundle,com.something.eclipse.shelled.resources,1.0.4,"com.something.eclipse.shelled.resources",1323958573862
stopped,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1323958573862
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1323958573886
stopped,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1323958573887
stopped,bundle,org.eclipse.wst.server.discovery,1.0.1.v20100210,"org.eclipse.wst.server.discovery",1323958573887
